mid,sid,pid,ustatus,score,astatus
1831206,13650,9705,NULL,9.825000,New
1831200,13650,9670,NULL,9.825000,New
1831195,13650,9645,NULL,9.825000,New
1831174,13650,9502,NULL,9.825000,New
1831173,13650,9501,NULL,9.825000,New
1831172,13650,9500,NULL,9.825000,New
1831171,13650,9499,NULL,9.825000,New
1831159,13650,9452,NULL,9.825000,New
1830709,13607,9384,NULL,9.808000,New
1830416,13606,9598,NULL,9.818000,New
1830113,13605,9881,NULL,9.808000,New
1830110,13605,9714,NULL,9.808000,New
1830103,13605,9492,NULL,9.808000,New
1830100,13605,9405,NULL,9.808000,New
1830021,13604,9812,NULL,9.808000,New
1830020,13604,9810,NULL,9.808000,New
1830015,13604,9729,NULL,9.808000,New
1830013,13604,9706,NULL,9.808000,New
1830008,13604,9648,NULL,9.800000,Approved
1829998,13604,9492,NULL,9.808000,New
1829990,13604,9367,NULL,9.808000,New
1828515,13694,9812,NULL,9.825000,New
1828510,13694,9729,NULL,9.825000,New
1828496,13694,9492,NULL,9.825000,New
1828199,13693,9714,NULL,9.825000,New
1828188,13693,9492,NULL,9.825000,New
1828184,13693,9427,NULL,9.825000,New
1828181,13693,9383,NULL,9.825000,New
1827986,13692,9708,NULL,9.808000,New
1827962,13692,9419,NULL,9.808000,New
1827660,13726,9740,NULL,10.000000,Approved
1827641,13726,9349,NULL,10.000000,Approved
1827477,13691,9705,NULL,9.825000,New
1827468,13691,9502,NULL,9.825000,New
1827467,13691,9501,NULL,9.825000,New
1827466,13691,9500,NULL,9.825000,New
1827465,13691,9499,NULL,9.825000,New
1826565,13689,9708,NULL,9.825000,New
1826560,13689,9534,NULL,9.825000,New
1826559,13689,9510,NULL,9.825000,New
1826558,13689,9491,NULL,9.825000,New
1826545,13689,9389,NULL,9.825000,New
1826544,13689,9387,NULL,9.825000,New
1826543,13689,9386,NULL,9.825000,New
1826005,13688,9552,NULL,9.825000,New
1826001,13688,9492,NULL,9.825000,New
1826000,13688,9480,NULL,9.825000,New
1825997,13688,9457,NULL,9.818000,New
1825850,13737,9598,NULL,10.000000,New
1825848,13737,9561,NULL,10.000000,New
1825844,13737,9398,NULL,10.000000,New
1825674,13736,9714,NULL,10.000000,New
1825666,13736,9596,NULL,10.000000,New
1825660,13736,9552,NULL,10.000000,New
1825657,13736,9510,NULL,10.000000,New
1825654,13736,9492,NULL,10.000000,New
1825650,13736,9480,NULL,10.000000,New
1825645,13736,9457,NULL,10.000000,New
1823290,13621,9492,NULL,10.000000,New
1822952,13721,9810,NULL,10.000000,New
1822943,13721,9714,NULL,10.000000,New
1822929,13721,9480,NULL,10.000000,New
1820355,13721,9765,NULL,10.000000,New
1820334,13721,9492,NULL,10.000000,New
1820333,13721,9476,NULL,10.000000,New
1820192,13713,9452,NULL,10.000000,New
1820189,13713,9444,NULL,10.000000,Approved
1819924,13673,9393,NULL,10.000000,New
1819420,13721,9705,NULL,9.808000,New
1819414,13721,9502,NULL,9.808000,New
1819413,13721,9501,NULL,9.808000,New
1819412,13721,9500,NULL,9.808000,New
1819411,13721,9499,NULL,9.808000,New
1819272,13722,9788,NULL,10.000000,New
1819267,13722,9688,NULL,9.123000,New
1819054,13679,9705,NULL,10.000000,New
1818506,13615,9598,NULL,10.000000,New
1818504,13615,9596,NULL,10.000000,New
1818502,13615,9594,NULL,10.000000,New
1818489,13615,9501,NULL,10.000000,New
1818487,13615,9499,NULL,10.000000,New
1818476,13615,9453,NULL,10.000000,New
1817821,13647,9723,NULL,9.825000,Approved
1817813,13647,9645,NULL,9.825000,Approved
1817455,12997,9884,NULL,9.123000,New
1817445,12745,9884,NULL,9.825000,New
1817399,11425,9884,NULL,10.000000,New
1817391,10918,9884,NULL,10.000000,New
1817390,10917,9884,NULL,9.808000,New
1817389,10916,9884,NULL,9.808000,New
1817384,10674,9884,NULL,10.000000,New
1816835,13331,9884,NULL,9.808000,New
1816832,11120,9884,NULL,10.000000,New
1816466,13672,9771,NULL,10.000000,Approved
1816463,13672,9598,NULL,10.000000,New
1816358,13621,9420,NULL,9.818000,New
1816169,13633,9813,NULL,10.000000,New
1815759,13707,9452,NULL,9.825000,New
1815705,13610,9667,Rejected,9.825000,Approved
1815617,13708,9499,NULL,9.825000,New
1814805,13646,9636,NULL,9.808000,Approved
1814728,13645,9738,NULL,9.825000,Approved
1812028,13644,9645,NULL,10.000000,New
1812023,13644,9598,NULL,10.000000,New
1812021,13644,9596,NULL,10.000000,New
1812003,13644,9457,NULL,10.000000,New
1811173,13617,9561,NULL,10.000000,New
1810528,13489,9881,NULL,10.000000,New
1810500,13332,9881,NULL,9.825000,New
1810481,13249,9881,NULL,9.825000,New
1810480,13248,9881,NULL,9.808000,New
1810479,13246,9881,NULL,9.808000,New
1810471,13202,9881,NULL,9.825000,New
1810468,13199,9881,NULL,9.825000,New
1810462,13179,9881,NULL,9.825000,New
1810414,12999,9881,Introduced,10.000000,Approved
1810387,12890,9881,NULL,10.000000,New
1810382,12874,9881,NULL,9.825000,New
1810378,12866,9881,NULL,9.825000,New
1810366,12804,9881,Introduced,10.000000,Approved
1810343,12636,9881,NULL,10.000000,New
1810319,12509,9881,NULL,10.000000,New
1810293,12422,9881,NULL,10.000000,New
1810282,12354,9881,NULL,9.825000,New
1810267,12285,9881,NULL,10.000000,New
1810247,12205,9881,NULL,9.825000,New
1810241,12176,9881,NULL,9.825000,New
1810206,11985,9881,NULL,10.000000,New
1810179,11879,9881,NULL,10.000000,New
1810157,11809,9881,NULL,9.825000,New
1810151,11766,9881,NULL,9.825000,New
1810118,11623,9881,NULL,10.000000,New
1810114,11594,9881,NULL,10.000000,New
1810059,11314,9881,NULL,9.825000,New
1810057,11307,9881,NULL,9.825000,New
1810055,11290,9881,NULL,10.000000,New
1810051,11279,9881,NULL,9.808000,New
1810048,11262,9881,NULL,9.808000,New
1810042,11227,9881,NULL,9.825000,New
1810039,11195,9881,Introduced,10.000000,Approved
1810037,11191,9881,NULL,10.000000,New
1810026,11088,9881,NULL,10.000000,New
1810022,11061,9881,NULL,10.000000,New
1810010,11007,9881,NULL,9.825000,New
1810009,11003,9881,NULL,10.000000,New
1810004,10974,9881,NULL,10.000000,New
1810003,10969,9881,NULL,9.825000,New
1810000,10951,9881,NULL,9.825000,New
1809999,10927,9881,NULL,9.825000,New
1809989,10874,9881,NULL,10.000000,New
1809987,10869,9881,NULL,9.825000,New
1809926,10432,9881,NULL,9.808000,New
1809871,7105,9881,NULL,9.825000,New
1809839,13476,9728,NULL,9.825000,Approved
1809835,13476,9645,NULL,9.825000,Approved
1806077,13590,9383,NULL,9.808000,Approved
1802275,13578,9734,NULL,9.825000,Approved
1794286,13476,9705,NULL,9.825000,New
1794284,13476,9663,NULL,9.825000,New
1794275,13476,9501,NULL,9.825000,New
1794274,13476,9500,NULL,9.825000,New
1794273,13476,9499,NULL,9.825000,New
1794270,13476,9472,NULL,9.825000,New
1793228,13471,9771,NULL,9.808000,Approved
1792216,13473,9769,NULL,9.808000,New
1792215,13473,9723,NULL,9.808000,New
1792214,13473,9713,NULL,9.808000,New
1792213,13473,9703,NULL,9.808000,New
1792212,13473,9697,NULL,9.808000,New
1792203,13473,9599,NULL,9.800000,New
1792202,13473,9598,NULL,9.800000,New
1792201,13473,9597,NULL,9.800000,New
1792200,13473,9596,NULL,9.800000,New
1792198,13473,9594,NULL,9.800000,New
1792197,13473,9587,NULL,9.800000,New
1792196,13473,9557,NULL,9.808000,New
1792194,13473,9499,NULL,9.808000,New
1792192,13473,9452,NULL,9.808000,New
1792188,13473,9344,NULL,9.808000,New
1776751,13432,9826,NULL,10.000000,New
1776750,13432,9734,NULL,10.000000,New
1776748,13432,9692,NULL,10.000000,New
1776747,13432,9684,NULL,10.000000,New
1776745,13432,9614,NULL,10.000000,New
1776744,13432,9564,NULL,9.123000,New
1776743,13432,9494,NULL,10.000000,New
1776742,13432,9446,NULL,10.000000,New
1776741,13432,9404,NULL,9.123000,New
1776740,13432,9362,NULL,10.000000,New
1776739,13432,9349,NULL,10.000000,New
1776738,13432,9327,NULL,9.123000,New
1773799,13501,9703,NULL,9.825000,Approved
1766588,13482,9826,NULL,10.000000,Approved
1766585,13482,9692,NULL,10.000000,Approved
1766578,13482,9404,NULL,10.000000,Approved
1764626,7332,9875,NULL,9.825000,New
1764575,13479,9854,NULL,9.123000,Approved
1758776,13083,9349,NULL,10.000000,Approved
1758748,12504,9349,NULL,10.000000,Approved
1758586,7332,9349,NULL,9.825000,New
1753567,13456,9826,NULL,10.000000,Approved
1753564,13456,9692,NULL,10.000000,Approved
1753555,13456,9349,NULL,10.000000,Approved
1748089,13452,9548,NULL,10.000000,New
1748072,13452,9341,NULL,10.000000,New
1747886,13451,9854,NULL,10.000000,New
1747883,13451,9714,NULL,10.000000,New
1747882,13451,9704,NULL,10.000000,New
1747881,13451,9640,NULL,10.000000,New
1747879,13451,9576,NULL,10.000000,New
1747878,13451,9561,NULL,10.000000,New
1747877,13451,9541,NULL,10.000000,New
1747876,13451,9492,NULL,10.000000,New
1747875,13451,9470,NULL,10.000000,New
1747874,13451,9449,NULL,10.000000,New
1747872,13451,9405,NULL,10.000000,New
1747871,13451,9358,NULL,10.000000,New
1747870,13451,9356,NULL,10.000000,New
1737402,13437,9750,NULL,10.000000,Approved
1736861,13429,9723,NULL,10.000000,New
1736860,13429,9713,NULL,10.000000,New
1736859,13429,9697,NULL,10.000000,New
1736851,13429,9599,NULL,10.000000,New
1736850,13429,9598,NULL,10.000000,New
1736849,13429,9597,NULL,10.000000,New
1736848,13429,9596,NULL,10.000000,New
1736846,13429,9594,NULL,10.000000,New
1736845,13429,9587,NULL,10.000000,New
1736843,13429,9516,NULL,10.000000,New
1736842,13429,9499,NULL,10.000000,New
1736839,13429,9452,NULL,10.000000,New
1734873,13412,9792,Introduced,10.000000,Approved
1734794,13408,9368,NULL,10.000000,Approved
1734375,13397,9800,NULL,10.000000,New
1734370,13397,9368,NULL,10.000000,Approved
1728993,13361,9788,NULL,10.000000,Approved
1728981,13361,9708,NULL,10.000000,New
1728978,13361,9675,NULL,10.000000,Approved
1725510,13396,9501,NULL,10.000000,New
1725136,13357,9784,NULL,9.825000,New
1725127,13357,9594,NULL,9.818000,New
1725118,13357,9394,NULL,9.825000,New
1725117,13357,9362,NULL,9.825000,New
1724943,13356,9510,NULL,9.825000,New
1724942,13356,9480,NULL,9.825000,New
1723875,13348,9599,NULL,9.818000,New
1723760,13347,9812,NULL,9.825000,New
1723750,13347,9367,NULL,9.825000,New
1723671,12072,9868,Rejected,10.000000,Approved
1723614,10814,9868,NULL,9.825000,New
1723315,13346,9708,NULL,9.825000,New
1722741,13343,9383,NULL,9.825000,New
1722380,13375,9527,NULL,9.808000,New
1721953,13368,9487,NULL,9.825000,New
1721946,13368,9452,NULL,9.825000,New
1721360,13345,9599,NULL,9.818000,New
1721351,13345,9369,NULL,9.825000,New
1719156,12983,9854,NULL,10.000000,New
1719145,11982,9854,NULL,10.000000,New
1719136,11436,9854,NULL,10.000000,Approved
1719118,12993,9866,NULL,9.808000,Approved
1719116,12587,9866,NULL,9.825000,Approved
1719113,12175,9866,NULL,9.825000,Approved
1714248,13303,9492,NULL,9.825000,New
1714094,13288,9594,NULL,9.800000,New
1714087,13288,9362,NULL,9.808000,New
1713153,13311,9395,NULL,9.825000,New
1713150,13311,9388,NULL,9.825000,New
1712033,13336,9392,NULL,9.825000,New
1711840,13337,9645,NULL,10.000000,New
1710828,13329,9644,NULL,10.000000,Approved
1710382,13180,9855,NULL,9.825000,New
1710379,12909,9855,NULL,10.000000,New
1709498,13272,9387,NULL,9.808000,New
1709279,13250,9598,NULL,9.800000,New
1709047,13323,9826,NULL,9.825000,Approved
1709039,13323,9362,NULL,9.825000,New
1709037,13323,9327,NULL,9.825000,New
1708671,13300,9395,NULL,10.000000,New
1708670,13300,9393,NULL,10.000000,New
1708668,13300,9388,NULL,10.000000,New
1708552,13102,9864,NULL,10.000000,New
1708528,13021,9864,NULL,9.808000,New
1708518,12971,9864,NULL,9.825000,New
1708515,12965,9864,NULL,9.825000,New
1708510,12944,9864,NULL,10.000000,New
1708505,12901,9864,NULL,9.808000,New
1708485,12826,9864,NULL,9.808000,New
1708457,12627,9864,NULL,9.808000,New
1708386,12289,9864,NULL,10.000000,New
1708384,12285,9864,NULL,10.000000,New
1708381,12273,9864,NULL,9.808000,New
1708372,12235,9864,NULL,10.000000,New
1708370,13298,9810,NULL,10.000000,New
1708367,12230,9864,NULL,9.825000,New
1708359,12217,9864,NULL,9.825000,New
1708355,12205,9864,NULL,9.825000,New
1708300,12013,9864,NULL,10.000000,New
1708295,12006,9864,NULL,10.000000,New
1708293,12002,9864,NULL,10.000000,New
1708285,11981,9864,NULL,9.808000,New
1708265,11942,9864,NULL,10.000000,New
1708243,11879,9864,NULL,10.000000,New
1708212,11825,9864,NULL,9.825000,New
1708203,11783,9864,NULL,9.825000,New
1708179,11719,9864,NULL,9.808000,New
1708096,11401,9864,NULL,9.808000,New
1708086,11317,9864,NULL,9.808000,New
1708082,11279,9864,NULL,9.808000,New
1708077,11232,9864,NULL,10.000000,New
1708072,11213,9864,NULL,10.000000,New
1708056,11074,9864,NULL,10.000000,New
1708055,11061,9864,NULL,10.000000,New
1708039,10951,9864,NULL,9.825000,New
1707847,7332,9864,NULL,9.825000,New
1707647,13262,9598,NULL,9.800000,New
1707645,13262,9398,NULL,9.808000,New
1707304,13257,9598,NULL,9.800000,New
1707303,13257,9398,NULL,9.808000,New
1707227,13256,9388,NULL,9.825000,New
1706327,13235,9592,NULL,9.825000,New
1706323,13235,9500,NULL,9.825000,New
1706314,13235,9378,NULL,9.825000,New
1706313,13235,9377,NULL,9.825000,New
1705567,13230,9810,NULL,9.808000,New
1705320,13229,9594,NULL,9.800000,New
1705313,13229,9362,NULL,9.808000,New
1704910,13258,9597,Introduced,10.000000,Approved
1704897,13258,9438,NULL,10.000000,Approved
1704892,13258,9357,NULL,10.000000,Approved
1703825,13285,9597,NULL,10.000000,New
1703808,13285,9368,NULL,10.000000,New
1703807,13285,9357,NULL,10.000000,New
1703805,13285,9344,NULL,10.000000,New
1702587,13294,9393,NULL,9.825000,New
1702586,13294,9390,NULL,9.825000,New
1702585,13294,9388,NULL,9.825000,New
1702417,13292,9457,NULL,9.818000,New
1702365,12942,9812,NULL,10.000000,New
1702348,12942,9367,NULL,10.000000,New
1702251,13291,9594,NULL,10.000000,New
1702246,13291,9446,NULL,10.000000,Approved
1702244,13291,9362,NULL,10.000000,New
1701007,13289,9708,NULL,10.000000,New
1701005,13289,9534,NULL,10.000000,New
1691297,13213,9654,NULL,9.825000,Approved
1689748,13193,9769,NULL,9.123000,Approved
1689742,13193,9703,NULL,9.123000,Approved
1689726,13193,9596,Introduced,10.000000,Approved
1689709,13193,9452,NULL,10.000000,Approved
1689705,13193,9344,NULL,10.000000,Approved
1689455,13161,9657,NULL,9.825000,Approved
1689436,13161,9377,NULL,9.825000,New
1689119,13167,9510,NULL,9.825000,New
1688907,13168,9491,NULL,9.825000,New
1688426,13169,9491,NULL,9.825000,New
1687364,13172,9333,NULL,9.808000,New
1687243,13199,9419,NULL,9.825000,New
1686783,13200,9491,NULL,9.825000,New
1686762,13200,9419,NULL,9.825000,New
1686340,13201,9427,NULL,9.825000,New
1686293,13201,9598,NULL,9.818000,New
1686287,13201,9398,NULL,9.825000,New
1686103,13202,9491,NULL,9.825000,New
1686090,13202,9419,NULL,9.825000,New
1685073,13204,9856,NULL,10.000000,Approved
1684767,13207,9334,NULL,9.818000,Approved
1684103,13216,9654,NULL,9.825000,Approved
1680089,13210,9670,NULL,10.000000,New
1680084,13210,9645,NULL,10.000000,New
1680067,13210,9487,NULL,10.000000,New
1680060,13210,9452,NULL,10.000000,New
1674826,13187,9708,NULL,9.808000,Approved
1672782,13178,9592,NULL,9.808000,New
1672778,13178,9500,NULL,9.808000,New
1669334,13184,9492,NULL,9.825000,Approved
1668248,13180,9812,NULL,9.825000,New
1668216,13180,9558,NULL,9.825000,New
1668212,13180,9492,NULL,9.825000,New
1668209,13180,9476,NULL,9.825000,New
1668195,13180,9385,NULL,9.825000,New
1668194,13180,9367,NULL,9.825000,New
1665948,13182,9723,NULL,10.000000,New
1665932,13182,9599,NULL,10.000000,Approved
1665919,13182,9487,NULL,10.000000,New
1665912,13182,9452,NULL,10.000000,New
1665908,13182,9344,NULL,10.000000,New
1665634,13183,9552,NULL,10.000000,New
1665621,13183,9491,NULL,10.000000,New
1665600,13183,9419,NULL,10.000000,Approved
1661033,13162,9826,NULL,10.000000,Approved
1661027,13162,9614,NULL,10.000000,Approved
1661026,13162,9564,NULL,9.123000,Approved
1660148,12410,9857,NULL,10.000000,New
1658124,13142,9646,NULL,10.000000,Approved
1655690,13144,9723,NULL,10.000000,New
1655687,13144,9703,NULL,9.123000,Approved
1655669,13144,9594,Introduced,10.000000,Approved
1652755,13140,9430,NULL,10.000000,Approved
1652587,13115,9592,NULL,10.000000,New
1652583,13115,9500,NULL,10.000000,New
1652574,13115,9378,NULL,9.123000,New
1652573,13115,9377,NULL,10.000000,New
1652026,13118,9714,NULL,10.000000,New
1652019,13118,9492,NULL,10.000000,New
1641394,13051,9383,NULL,9.825000,New
1641259,13053,9714,NULL,9.825000,New
1641255,13053,9596,NULL,9.818000,New
1641246,13053,9492,NULL,9.825000,New
1641245,13053,9486,NULL,9.825000,Approved
1641011,13055,9501,NULL,9.825000,New
1640690,13057,9491,NULL,9.825000,New
1640367,13058,9657,NULL,9.825000,Approved
1640362,13058,9592,NULL,9.825000,New
1640358,13058,9500,NULL,9.825000,New
1640349,13058,9378,NULL,9.825000,New
1640348,13058,9377,NULL,9.825000,New
1639511,13018,9705,NULL,9.808000,New
1639501,13018,9502,NULL,9.808000,New
1639500,13018,9501,NULL,9.808000,New
1639499,13018,9500,NULL,9.808000,New
1639498,13018,9499,NULL,9.808000,New
1639206,12985,9813,NULL,9.825000,New
1639205,12985,9810,NULL,9.825000,New
1639190,12985,9705,NULL,9.825000,New
1639173,12985,9552,NULL,9.825000,New
1639166,12985,9502,NULL,9.825000,New
1639165,12985,9501,NULL,9.825000,New
1639164,12985,9500,NULL,9.825000,New
1639163,12985,9499,NULL,9.825000,New
1639160,12985,9480,NULL,9.825000,New
1638872,13021,9714,NULL,9.808000,New
1638866,13021,9596,NULL,9.800000,New
1638839,13021,9402,NULL,9.800000,New
1638173,12902,9599,NULL,9.800000,New
1638172,12902,9598,NULL,9.800000,New
1638171,12902,9597,NULL,9.800000,New
1638170,12902,9596,NULL,9.800000,New
1638169,12902,9595,NULL,9.800000,New
1638168,12902,9594,NULL,9.800000,New
1638162,12902,9516,NULL,9.800000,New
1638160,12902,9487,NULL,9.808000,New
1638154,12902,9453,NULL,9.808000,New
1638153,12902,9452,NULL,9.808000,New
1637368,13040,9383,NULL,9.808000,New
1637367,13040,9381,NULL,9.808000,New
1636743,13061,9598,NULL,9.818000,New
1634230,12995,9676,NULL,9.808000,Approved
1634220,12995,9492,NULL,9.808000,New
1633455,12998,9597,NULL,9.800000,New
1633447,12998,9387,NULL,9.808000,New
1633446,12998,9386,NULL,9.808000,New
1633445,12998,9369,NULL,9.808000,New
1633443,12998,9357,NULL,9.808000,New
1633073,13005,9592,NULL,9.808000,New
1633069,13005,9500,NULL,9.808000,New
1633060,13005,9378,NULL,9.808000,New
1633059,13005,9377,NULL,9.808000,New
1632793,13006,9750,NULL,9.808000,New
1632780,13006,9395,NULL,9.808000,New
1632779,13006,9393,NULL,9.808000,New
1632777,13006,9391,NULL,9.808000,New
1632555,12991,9714,NULL,9.808000,New
1632549,12991,9596,NULL,9.800000,New
1632538,12991,9492,NULL,9.808000,New
1632534,12991,9480,NULL,9.808000,New
1632530,12991,9457,NULL,9.800000,New
1632051,12992,9597,NULL,9.800000,New
1632040,12992,9368,NULL,9.808000,New
1632039,12992,9357,NULL,9.808000,New
1631602,12993,9599,NULL,9.800000,New
1631598,12993,9502,NULL,9.808000,New
1631593,12993,9369,NULL,9.808000,New
1631443,13081,9502,NULL,9.808000,New
1631442,13081,9501,NULL,9.808000,New
1631441,13081,9500,NULL,9.808000,New
1631440,13081,9499,NULL,9.808000,New
1629832,12980,9598,NULL,9.800000,New
1629831,12980,9398,NULL,9.808000,New
1629505,12201,9838,NULL,9.825000,New
1629480,12201,9599,NULL,9.818000,New
1629479,12201,9598,NULL,9.818000,New
1629478,12201,9597,NULL,9.818000,New
1629477,12201,9596,NULL,9.818000,New
1629476,12201,9595,NULL,9.818000,New
1629475,12201,9594,NULL,9.818000,New
1629470,12201,9538,NULL,9.825000,New
1629468,12201,9516,NULL,9.818000,New
1629463,12201,9452,NULL,9.825000,New
1629457,12201,9344,NULL,9.825000,New
1629061,12964,9598,NULL,9.818000,New
1629055,12964,9398,NULL,9.825000,New
1628672,13102,9810,NULL,10.000000,New
1628662,13102,9714,NULL,10.000000,New
1628655,13102,9596,NULL,10.000000,New
1628650,13102,9552,NULL,10.000000,New
1628636,13102,9402,NULL,10.000000,New
1628434,12965,9810,NULL,9.825000,New
1628419,12965,9705,NULL,9.825000,New
1628394,12965,9501,NULL,9.825000,New
1627863,12966,9500,NULL,9.825000,New
1627862,12966,9499,NULL,9.825000,New
1627405,12968,9458,NULL,9.825000,New
1627217,12967,9714,NULL,9.825000,New
1627212,12967,9596,NULL,9.818000,New
1627204,12967,9492,NULL,9.825000,New
1627034,13099,9446,NULL,10.000000,Approved
1626372,12969,9487,NULL,9.825000,New
1626365,12969,9452,NULL,9.825000,New
1623815,13094,9645,NULL,10.000000,Approved
1623797,13094,9452,MatchModified,10.000000,Approved
1623649,13097,9838,NULL,10.000000,New
1623637,13097,9728,NULL,10.000000,Approved
1623614,13097,9599,NULL,10.000000,New
1623613,13097,9598,NULL,10.000000,New
1623612,13097,9597,NULL,10.000000,New
1623611,13097,9596,NULL,10.000000,New
1623610,13097,9595,NULL,10.000000,New
1623609,13097,9594,NULL,10.000000,New
1623601,13097,9538,NULL,10.000000,New
1623600,13097,9537,NULL,10.000000,New
1623597,13097,9516,NULL,10.000000,New
1623595,13097,9502,NULL,10.000000,New
1623584,13097,9452,NULL,10.000000,New
1623580,13097,9369,NULL,10.000000,New
1623577,13097,9344,NULL,10.000000,New
1623160,13096,9728,NULL,10.000000,Approved
1623144,13096,9645,NULL,10.000000,New
1623108,13096,9369,NULL,10.000000,Approved
1621744,12943,9459,NULL,10.000000,Approved
1621505,12973,9806,NULL,9.825000,Approved
1620879,12972,9670,NULL,9.825000,New
1620874,12972,9645,NULL,9.825000,New
1620857,12972,9487,NULL,9.825000,New
1620850,12972,9452,NULL,9.825000,New
1620062,12978,9502,NULL,9.825000,New
1620061,12978,9501,NULL,9.825000,New
1620060,12978,9500,NULL,9.825000,New
1620059,12978,9499,NULL,9.825000,New
1619754,12934,9362,Introduced,10.000000,Approved
1619684,13077,9714,NULL,9.808000,New
1619677,13077,9596,NULL,9.800000,New
1619668,13077,9492,NULL,9.808000,New
1619459,13090,9839,Rejected,10.000000,Approved
1617443,13084,9813,NULL,10.000000,New
1617421,13084,9552,NULL,10.000000,New
1617415,13084,9491,NULL,10.000000,New
1617412,13084,9480,NULL,10.000000,New
1617402,13084,9419,NULL,10.000000,New
1616756,13083,9793,NULL,10.000000,Approved
1616172,13072,9530,NULL,9.808000,Approved
1615554,12997,9767,NULL,10.000000,Approved
1615549,12997,9613,NULL,10.000000,Approved
1615482,12999,9661,Rejected,10.000000,Approved
1615479,12999,9541,NULL,10.000000,Approved
1615472,12999,9358,Introduced,10.000000,Approved
1615470,12999,9333,NULL,10.000000,Approved
1613160,13012,9838,NULL,9.825000,New
1613158,13012,9798,NULL,9.825000,New
1613153,13012,9764,NULL,9.825000,New
1613152,13012,9762,NULL,9.825000,New
1613151,13012,9723,NULL,9.825000,New
1613150,13012,9713,NULL,9.825000,New
1613149,13012,9703,NULL,9.825000,New
1613148,13012,9697,NULL,9.825000,New
1613136,13012,9599,NULL,9.818000,New
1613129,13012,9587,NULL,9.818000,New
1613126,13012,9538,NULL,9.825000,New
1613119,13012,9452,NULL,9.825000,New
1613115,13012,9344,NULL,9.825000,New
1608012,12929,9806,NULL,10.000000,Approved
1606180,12807,9724,NULL,10.000000,Approved
1606174,12807,9349,NULL,10.000000,Approved
1599524,13019,9452,NULL,10.000000,Approved
1599519,13019,9353,NULL,10.000000,Approved
1590578,12983,9754,NULL,10.000000,New
1590576,12983,9714,NULL,10.000000,New
1590575,12983,9704,NULL,10.000000,New
1590574,12983,9640,NULL,10.000000,New
1590572,12983,9576,NULL,10.000000,New
1590571,12983,9561,NULL,10.000000,New
1590570,12983,9541,NULL,10.000000,New
1590569,12983,9492,NULL,10.000000,New
1590568,12983,9470,NULL,10.000000,New
1590567,12983,9449,NULL,10.000000,New
1590565,12983,9405,NULL,10.000000,New
